type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-88.98272852499174,-0.043252307007808216
RNAP,RNAP,tetA,623.0,1,32.0,46.49642787644149,0.03197589773367915
origin,ori,ori,3085.0,0,100.0,-88.98272852499174,-0.043252307007808216
EXT,EXT_R,EXT,6623.0,0,0.0,0.0,-0.06
