type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,12.865569914699535,0.003644067796609738
origin,ori,ori,3085.0,0,100.0,12.865569914699535,0.003644067796609738
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
