type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-1873.5,0,0.0,-261.259507811149,-0.14342897241391261
RNAP,RNAP,tetA,1170.5,1,32.0,223.2922323747374,0.19822026912768545
origin,ori,ori,3085.0,0,100.0,-29.60441097547821,-0.07389503750970697
RNAP,RNAP,mKalama1,3854.5,-1,32.0,-16.952115934681572,-0.1361977740007226
RNAP,RNAP,mKalama1,4094.5,-1,32.0,-261.259507811149,-0.14342897241391261
EXT,EXT_R,EXT,7170.5,0,0.0,0.0,-0.06
