type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-108.90854532444865,-0.03084745762711935
origin,ori,ori,3085.0,0,100.0,-108.90854532444865,-0.03084745762711935
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
