type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-32.31352443692609,-0.009152542372882065
origin,ori,ori,3085.0,0,100.0,-32.31352443692609,-0.009152542372882065
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
