type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-55.0442914992644,-0.015590846839244206
origin,ori,ori,3085.0,0,100.0,-55.0442914992644,-0.015590846839244206
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
