type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-32.20216600612254,-0.01801000867820351
RNAP,RNAP,tetA,173.0,1,32.0,-4.300148635589569,-0.002495171551920648
origin,ori,ori,3085.0,0,100.0,-32.20216600612254,-0.01801000867820351
EXT,EXT_R,EXT,6173.0,0,0.0,0.0,-0.06
