type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,154.4042613296498,0.043733748298847255
origin,ori,ori,3085.0,0,100.0,154.4042613296498,0.043733748298847255
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
