type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,14.15505106336575,0.00400930281995846
origin,ori,ori,3085.0,0,100.0,14.15505106336575,0.00400930281995846
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
