type,name,site_type,concentration,size,effective_size,binding_model,binding_oparams,effect_model,effect_oparams,unbinding_model,unbinding_oparams
topo,topoI,topoI_site,17.0,20,10,none,none,TopoILinear,../../Examples/topoI_params.csv,PoissonUnBinding,../../Examples/topoI_params.csv
