k_cat_gyrase,k_cat_topoI,k_off_gyrase,k_off_topoI,k_on_gyrase,k_on_topoI,threshold_gyrase,threshold_topoI,width_gyrase,width_topoI
12.111786828566386,18.821666853535262,0.13955955064633818,0.6758078210149608,0.06555304739219116,0.04268399730173672,0.025732216718119434,0.010461247014010019,0.007486882639403328,0.0014951121474563748
