k_on,superhelical_op,spacer,k_closed,k_open,width,threshold,k_ini,gamma,kappa,velocity,stall_torque,k_off
0.10443369065936653,-0.06,17,0.4517514988859765,0.028525681800295428,0.005,-0.042,0.06807326566190555,0.08384819228864714,0.5,30.0,12.0,0.22554209539339518
