test,loss,RNAP_dist,fold_change,k_on,width,threshold,k_off,k_cat
135,0.1621881152748789,34.555898739008626,40.85931654252221,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
136,0.7662947808381826,498.93248411390164,37.176795341011754,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
137,2.425506723162388,288.54965580478734,43.43257926861725,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
138,1.1527804709356482,325.6830332245155,47.998952860809055,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
139,0.8425760567472875,393.0999377229983,12.894154806348363,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
140,0.202228264262134,128.63017250654542,31.306620196832835,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
141,0.39129532981344844,64.0472782817532,49.915419516911214,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
142,0.47704566385335495,416.8451809011046,46.87422109661194,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
143,3.8775571795348727,274.71893326778934,48.54244951389556,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
144,8.100442935978844,478.8934014987813,33.10555301785207,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
145,0.008695640471285482,463.93191033194273,41.07521931348482,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
146,0.02751572447705917,431.78913905293376,40.314332360469905,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
147,0.006808144971944007,461.2262377972356,44.198195862862306,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
148,0.17096207630021512,404.41697067873804,34.94385370935983,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
149,0.007748131174520758,461.0050169660993,37.76028552789852,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
150,0.006028970410284711,454.02288842625836,38.24415764316203,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
151,0.0075305620413207335,453.68916231752917,33.898892714271234,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
152,0.006675746729931345,448.28472021075066,33.98912451446301,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
153,0.17252688411353176,380.61361380862826,29.015399043824022,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
154,0.16316226946537948,358.54558013753615,32.25502743823366,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
155,8.559832283585488,452.0261580919725,27.600466591738826,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
156,0.007273160770004512,446.94554036477103,26.27393531515038,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
157,0.13124527737403338,406.1723818133654,24.65100123155463,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
158,0.4088579565806407,443.9905745409661,20.950061768003557,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
159,0.5800093459621872,349.2222316678052,26.04744700051253,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
160,5.023244746926119,428.028883764036,22.823497044977426,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
161,0.0064032561067976935,419.31082646258574,18.96656142063284,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
162,3.42557211578055,305.12152704600516,15.645731009942189,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
163,0.5492085950464137,418.2496031933298,17.164139121327004,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
164,0.01160526484994175,362.5325947225667,18.996640876909133,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
