test,loss,gamma,k_on,superhelical_op,spacer,k_closed,k_open,width,threshold,k_ini,kappa,velocity,stall_torque,k_off
33,0.40010736450357937,0.15701724636257172,0.23549455467185634,-0.06,17.0,0.2917054336773456,0.3174735024501076,0.005,-0.042,0.08207067340540872,0.5,30.0,12.0,0.1919565486629839
34,0.6790127366987155,0.14814739415352599,0.24364829008418473,-0.06,17.0,0.29246628335271974,0.31750788858878454,0.005,-0.042,0.3480059719241636,0.5,30.0,12.0,0.20688455279935436
35,1.7435105446774761,0.22426690924122245,0.16963501455035954,-0.06,17.0,0.35217496949255594,0.3656711943964387,0.005,-0.042,0.08097232351537478,0.5,30.0,12.0,0.12365380789679294
36,1.3668818512877878,0.09298393899730512,0.10502983845755084,-0.06,17.0,0.29213176743644703,0.4229635798756746,0.005,-0.042,0.4955660144667322,0.5,30.0,12.0,0.14945174881801726
37,4.77825237032974,0.286760969258263,0.29640143730962726,-0.06,17.0,0.2022720393733326,0.23844141289011433,0.005,-0.042,0.29120344165714507,0.5,30.0,12.0,0.23696699472184038
38,2.949998325364452,0.167759066548867,0.01664254306040161,-0.06,17.0,0.42003892605997356,0.46560092735031744,0.005,-0.042,0.20390576716403858,0.5,30.0,12.0,0.1910580438176224
39,3.0462867470578097,0.06642471535989491,0.20458256685557946,-0.06,17.0,0.10190927086344577,0.29170804717409565,0.005,-0.042,0.45185304634377566,0.5,30.0,12.0,0.019573706582542816
40,6.817552333939384,0.4135119683569509,0.2247304490531056,-0.06,17.0,0.15908175582360295,0.265602870467911,0.005,-0.042,0.3533281174388796,0.5,30.0,12.0,0.24841584164465452
41,8.277566860877528,0.2904930306578601,0.32477571582231163,-0.06,17.0,0.22539307977110942,0.34059147650344707,0.005,-0.042,0.30731073022333943,0.5,30.0,12.0,0.15930693617468733
42,1.9301731362807857,0.17858622864862567,0.1531348280878641,-0.06,17.0,0.3478100719549213,0.15954208565684272,0.005,-0.042,0.08269682626755812,0.5,30.0,12.0,0.2882714897760848
43,0.9998330466718645,0.010006628677396674,0.038318339084198905,-0.06,17.0,0.2218331565075999,0.30912877559265045,0.005,-0.042,0.39127897427801694,0.5,30.0,12.0,0.21359277279057892
44,2.9965795231090913,0.1016492518931652,0.0970991701167982,-0.06,17.0,0.2726614127577839,0.37733919829831863,0.005,-0.042,0.2505717499237959,0.5,30.0,12.0,0.04772838699006815
45,10.121405804877368,0.42356735624905806,0.23287069676217104,-0.06,17.0,0.3881814928018211,0.19557912797489138,0.005,-0.042,0.43685016286561984,0.5,30.0,12.0,0.26569833885015226
46,2.0276115741544958,0.2720347414726242,0.2780379360363331,-0.06,17.0,0.14229519132848895,0.27797599336690343,0.005,-0.042,0.3567533966895873,0.5,30.0,12.0,0.2981193459485157
47,5.095308008124918,0.19338851736605506,0.25707184110064835,-0.06,17.0,0.3019124617806867,0.33152880729295603,0.005,-0.042,0.18463536761397514,0.5,30.0,12.0,0.1873544177003717
48,1.1762929504692508,0.32886278958944726,0.08557369119891592,-0.06,17.0,0.08633222393137231,0.41649253360671595,0.005,-0.042,0.118488886346922,0.5,30.0,12.0,0.1131352071563203
49,3.404282449750231,0.12656983088774054,0.35937473028877936,-0.06,17.0,0.24277060575363407,0.2266945592964183,0.005,-0.042,0.26717799103942397,0.5,30.0,12.0,0.24699816576848022
50,0.45029939864614754,0.02882993006051826,0.15143729529054373,-0.06,17.0,0.1840336340958485,0.4507042684275032,0.005,-0.042,0.14832390668392548,0.5,30.0,12.0,0.22004322646357194
51,1.9061773855421025,0.44811053149533736,0.053839195408849266,-0.06,17.0,0.4624301253330074,0.1420993261303298,0.005,-0.042,0.400157607968512,0.5,30.0,12.0,0.0948281292910439
52,3.603910695956438,0.050282415849545306,0.1965218453718502,-0.06,17.0,0.33281261730859546,0.391059875691489,0.005,-0.042,0.4673952289183621,0.5,30.0,12.0,0.17327420248877087
53,1.4307631586220924,0.34431482718958806,0.2704480175681201,-0.06,17.0,0.033377679823905326,0.3661223267797529,0.005,-0.042,0.07566504601452677,0.5,30.0,12.0,0.3339518733148249
54,0.9813598169549705,0.2383039619077013,0.13305874007885582,-0.06,17.0,0.2581384541266382,0.24714158421789087,0.005,-0.042,0.4197298965168774,0.5,30.0,12.0,0.26137953494076865
55,11.157862851553164,0.11679243315712279,0.3440307019796381,-0.06,17.0,0.27670341725585995,0.48425649671142124,0.005,-0.042,0.3381512258225936,0.5,30.0,12.0,0.1445631211405333
56,5.364268610371731,0.5445872998911329,0.18259154584285042,-0.06,17.0,0.3926454840595783,0.3277823984075721,0.005,-0.042,0.23183288765929308,0.5,30.0,12.0,0.4566682606857875
57,0.43866371789495917,0.0722357747996768,0.31898143274798674,-0.06,17.0,0.151155631122441,0.3470885657515351,0.005,-0.042,0.29704895944539067,0.5,30.0,12.0,0.4231375957797859
58,0.1754530001641706,0.20357391383045995,0.07082030751441905,-0.06,17.0,0.43343193861989826,0.05312202835264207,0.005,-0.042,0.20047063533840087,0.5,30.0,12.0,0.048922742172988365
59,0.31552509825151137,0.20571810290080939,0.03436404850740073,-0.06,17.0,0.44092974233883975,0.06415897528031114,0.005,-0.042,0.16832454207173836,0.5,30.0,12.0,0.042054792084042926
60,1.9561827966708687,0.30996375745094557,0.11973300850586677,-0.06,17.0,0.41689958479479405,0.09261277663002719,0.005,-0.042,0.20704613885430537,0.5,30.0,12.0,0.07585743987794269
61,1.036875989275315,0.5096806389402091,0.07789676151030099,-0.06,17.0,0.492542431617702,0.1357847837272913,0.005,-0.042,0.27546487427538413,0.5,30.0,12.0,0.30943526533098575
62,0.5364199728870948,0.37848291617486096,0.06777025919197839,-0.06,17.0,0.04727981444332635,0.049865915835377334,0.005,-0.042,0.19198235937475633,0.5,30.0,12.0,0.363634428450829
63,1.757786795729463,0.2562871083802344,0.022181705995077128,-0.06,17.0,0.12724434257441938,0.012216172215143935,0.005,-0.042,0.36830917838680477,0.5,30.0,12.0,0.40369823252205916
64,0.7627007683309,0.9950858892582526,0.0536158148926035,-0.06,17.0,0.3722647557952156,0.09539799745508162,0.005,-0.042,0.2220820727693823,0.5,30.0,12.0,0.33503944054076285
65,0.17045631669745154,0.20049031597158423,0.02838021717304782,-0.06,17.0,0.4478993354161938,0.061606736272414996,0.005,-0.042,0.1585572093129923,0.5,30.0,12.0,0.041021965878162425
66,0.009216571308076212,0.1399172404545342,0.009452762250188547,-0.06,17.0,0.4617744787309751,0.032426730436790945,0.005,-0.042,0.13156013741758957,0.5,30.0,12.0,0.028342106740414326
67,0.011503883973006751,0.01630779984971245,0.010039171640091521,-0.06,17.0,0.4581615203322731,0.11134994958970054,0.005,-0.042,0.10108002799045136,0.5,30.0,12.0,0.0288869079525887
68,0.6539333449479919,0.010582385245588126,0.009117749207291498,-0.06,17.0,0.4700735249874379,0.11490202705474346,0.005,-0.042,0.0989191561304215,0.5,30.0,12.0,0.0828604110059498
69,0.06401237488357647,0.04868048227724946,0.09729802900528253,-0.06,17.0,0.48872507654228153,0.03133346322245684,0.005,-0.042,0.1348618437353613,0.5,30.0,12.0,0.11308344137264495
70,0.019915082532034157,0.08372003252979394,0.007516132333666881,-0.06,17.0,0.48349274200100006,0.03178939122916026,0.005,-0.042,0.12136228414546602,0.5,30.0,12.0,0.02440044578457092
71,0.008344674284302987,0.14461483867193625,0.005089205537081883,-0.06,17.0,0.4977746024417028,0.08519027648049055,0.005,-0.042,0.051936892659639855,0.5,30.0,12.0,0.012834176777825324
72,0.2698670565810004,0.13090522965303936,0.04780326199677628,-0.06,17.0,0.40259546127861934,0.0787789357661337,0.005,-0.042,0.064773925660692,0.5,30.0,12.0,0.03093498628608719
73,0.04024714881519822,0.14855952033859388,0.0062551732507170376,-0.06,17.0,0.49783314440031146,0.12089621008543361,0.005,-0.042,0.10565523360365332,0.5,30.0,12.0,0.01083311911257093
74,0.3951392278336693,0.23488814606312136,0.08832912578121714,-0.06,17.0,0.4602940777307022,0.08179152692351765,0.005,-0.042,0.05195841084571402,0.5,30.0,12.0,0.057909801124590515
75,1.958073831212422,0.4055177246138969,0.06334477044030612,-0.06,17.0,0.4283510251740135,0.1583493341572918,0.005,-0.042,0.09435995800122662,0.5,30.0,12.0,0.06481812117567166
76,4.768410847886466,0.3497782403993235,0.12347407790251039,-0.06,17.0,0.3596304946637613,0.1796220405473421,0.005,-0.042,0.13976639089379433,0.5,30.0,12.0,0.0877463817900348
77,0.05317209473620965,0.09741106460116983,0.027489314637852785,-0.06,17.0,0.47048070906100214,0.018807971999958997,0.005,-0.042,0.07377022873661573,0.5,30.0,12.0,0.010433320164578864
78,1.82486116644276,0.3121261191325706,0.11074290772875006,-0.06,17.0,0.40270283064295886,0.12577228776292054,0.005,-0.042,0.12537960126883518,0.5,30.0,12.0,0.11172126021001125
79,0.013083282090568913,0.26607242189973385,0.041705266598224267,-0.06,17.0,0.3780112893779597,0.04532648990419095,0.005,-0.042,0.05566365462694668,0.5,30.0,12.0,0.14295918621670275
80,3.408693006766951,0.17841451920414758,0.4981669241309371,-0.06,17.0,0.41882718461254315,0.10648887713743246,0.005,-0.042,0.11298098112023645,0.5,30.0,12.0,0.028405794024064995
81,1.4992719575914817,0.029887742353762098,0.16329107743744453,-0.06,17.0,0.4509734796483567,0.205416451927076,0.005,-0.042,0.1782812171766317,0.5,30.0,12.0,0.12699925115391922
82,4.651441286015346,0.5848772720412299,0.1428326405997292,-0.06,17.0,0.3124288067962273,0.1638330826939746,0.005,-0.042,0.09292947207001287,0.5,30.0,12.0,0.10139638824135451
83,1.5393976963556504,0.4538564853029184,0.05992898172093748,-0.06,17.0,0.34213835899010536,0.07541037762386094,0.005,-0.042,0.14967591171905445,0.5,30.0,12.0,0.05962536126282808
84,0.22887752556655222,0.06194936994580437,0.0803017416283644,-0.06,17.0,0.499826622928179,0.14953451231928724,0.005,-0.042,0.06369639448581824,0.5,30.0,12.0,0.07356793003708907
85,12.485766696333991,0.6523883086747952,0.3962168597007334,-0.06,17.0,0.3625324510461775,0.1862262842583027,0.005,-0.042,0.12936997136477893,0.5,30.0,12.0,0.16562423144923186
86,8.001197281049905,0.5200949491091726,0.4290834253810294,-0.06,17.0,0.47841938673854906,0.13563372271787622,0.005,-0.042,0.15870394781254718,0.5,30.0,12.0,0.20069460512885973
87,0.5503627096244565,0.11227114595579962,0.47042499571090124,-0.06,17.0,0.42779460830335464,0.020460922530576353,0.005,-0.042,0.1102523797053882,0.5,30.0,12.0,0.034854243387629553
88,0.0577567975840397,0.1423788446986279,0.017836293977050884,-0.06,17.0,0.38586348522766895,0.10481882981982463,0.005,-0.042,0.08959394476480162,0.5,30.0,12.0,0.1761005968656714
89,3.124603811885199,0.28505314591568875,0.09280818582550271,-0.06,17.0,0.444700283823422,0.21932136670100422,0.005,-0.042,0.05008723377027424,0.5,30.0,12.0,0.010596300511627518
90,2.78807339139547,0.48784998519393724,0.10744586225338792,-0.06,17.0,0.41068338702453766,0.08783708595836628,0.005,-0.042,0.21745707845061907,0.5,30.0,12.0,0.10255041181798866
91,0.9063670074351721,0.74784119310369,0.18909029155108892,-0.06,17.0,0.4587323513230785,0.048283621465941715,0.005,-0.042,0.07190006408454527,0.5,30.0,12.0,0.1337626539777432
92,1.1846570604510154,0.2237326939273467,0.21683230369486678,-0.06,17.0,0.3981344919754132,0.07224039753218969,0.005,-0.042,0.17122932863309698,0.5,30.0,12.0,0.15595026499973685
93,0.4246018000446815,0.38782931746420685,0.04527035463533863,-0.06,17.0,0.33517532049602666,0.04148607021784176,0.005,-0.042,0.19353872385535206,0.5,30.0,12.0,0.055710928004202256
94,0.04271263942789076,0.1614581827656853,0.13030346231393747,-0.06,17.0,0.3197272869626357,0.01016347711486218,0.005,-0.042,0.0854264257402334,0.5,30.0,12.0,0.09150614367645746
95,0.04581310761807092,0.03117537946224716,0.03486970946992775,-0.06,17.0,0.4727732800897651,0.06182655044880621,0.005,-0.042,0.26074051504519136,0.5,30.0,12.0,0.07700156545150119
96,2.926887347300186,0.07324286265026403,0.28463057170063777,-0.06,17.0,0.4332923768988787,0.17099020532098558,0.005,-0.042,0.23716098744186248,0.5,30.0,12.0,0.020342515889989636
97,13.029591411022247,0.9433427372874672,0.15196861149665586,-0.06,17.0,0.3068752365339601,0.23937818680838524,0.005,-0.042,0.15076980166255827,0.5,30.0,12.0,0.06604014706844887
98,0.7253245926354251,0.43716741101930573,0.018590896569870476,-0.06,17.0,0.4885047513793155,0.12897048651856946,0.005,-0.042,0.17646116780940707,0.5,30.0,12.0,0.04506589537569895
99,1.0679519168113536,0.18715760629302713,0.11396333769851913,-0.06,17.0,0.3604583281320266,0.14626034993742631,0.005,-0.042,0.14271003909758453,0.5,30.0,12.0,0.2313051848286096
100,0.08395857174359773,0.010290577058225364,0.07747827524430921,-0.06,17.0,0.21336007485492628,0.03823819549101257,0.005,-0.042,0.10332199935802085,0.5,30.0,12.0,0.1093792375224948
101,4.849941893175923,0.31522428570037364,0.3117663588492302,-0.06,17.0,0.49549666767608536,0.10612784823301605,0.005,-0.042,0.21407588550812937,0.5,30.0,12.0,0.12330782476028601
102,1.640057843553235,0.831432450664389,0.0075912254396159114,-0.06,17.0,0.4632561445491496,0.022887918606344648,0.005,-0.042,0.1654535393778724,0.5,30.0,12.0,0.17881443949482975
103,1.3113318230185342,0.3593745015106192,0.05283283253755962,-0.06,17.0,0.18431547388641004,0.08754713831558177,0.005,-0.042,0.24463260396461356,0.5,30.0,12.0,0.08396137750781785
104,8.846279081543072,0.24810730426234312,0.16058716326167766,-0.06,17.0,0.377056750254937,0.19803731488003568,0.005,-0.042,0.2798176747004974,0.5,30.0,12.0,0.03724467938021252
105,0.046740381406323084,0.10694888363516619,0.1013828218342076,-0.06,17.0,0.4115203668759582,0.11498696112218407,0.005,-0.042,0.0675671396635098,0.5,30.0,12.0,0.48943269539127743
106,14.895763529520092,0.607591948659463,0.4558153908128014,-0.06,17.0,0.4380339986575878,0.1906343867386759,0.005,-0.042,0.1874653723411763,0.5,30.0,12.0,0.13948883637909096
107,3.4995164878618534,0.7058594992020539,0.027830178995702337,-0.06,17.0,0.2659919253621126,0.2798263020298728,0.005,-0.042,0.11482438048182067,0.5,30.0,12.0,0.01972615932001593
108,0.4216814386408924,0.051435249155930396,0.21511560579860506,-0.06,17.0,0.2369106352265432,0.05751316820537304,0.005,-0.042,0.0803554420884923,0.5,30.0,12.0,0.05342694883503227
109,2.3196227513708387,0.469661066296691,0.06274479864010019,-0.06,17.0,0.4521127752152693,0.17810773178530948,0.005,-0.042,0.33012687460137896,0.5,30.0,12.0,0.15430348233534888
110,0.42477730124567764,0.13228154115402124,0.13959643806756344,-0.06,17.0,0.3857252695217627,0.07036368627727965,0.005,-0.042,0.2290949267774745,0.5,30.0,12.0,0.20034464081294096
111,7.077565829042911,0.21470798163206284,0.2462920333195364,-0.06,17.0,0.3504561203625144,0.2544853229706353,0.005,-0.042,0.13473448625050832,0.5,30.0,12.0,0.06801915449528523
112,1.1494862344263055,0.08594215199257096,0.3777950701030855,-0.06,17.0,0.28582837551743867,0.09776444953029179,0.005,-0.042,0.061149650789520366,0.5,30.0,12.0,0.02970749940633406
113,3.079883565154827,0.16977257012183078,0.005230534037657094,-0.06,17.0,0.422737873315275,0.01027957385336381,0.005,-0.042,0.05031661316468705,0.5,30.0,12.0,0.27319691788108214
114,2.2773340104935844,0.3295393147779076,0.08721319198349105,-0.06,17.0,0.4801189942011859,0.14933891440086125,0.005,-0.042,0.20136615524909982,0.5,30.0,12.0,0.12168905280845568
115,3.932607161980807,0.29752042782472643,0.17143783310239932,-0.06,17.0,0.3948078862481901,0.29805204304998945,0.005,-0.042,0.09629276992881233,0.5,30.0,12.0,0.2198695646477446
116,4.7347339021740105,0.3944087839596151,0.07104566454479758,-0.06,17.0,0.46450315242028667,0.13497838800259954,0.005,-0.042,0.1247323531164469,0.5,30.0,12.0,0.010998085080847046
117,0.07465601788142184,0.03330662756779884,0.03329414101549467,-0.06,17.0,0.4973373405887358,0.2327221502413559,0.005,-0.042,0.15387336145751018,0.5,30.0,12.0,0.44756388933270963
118,0.29726821141655607,0.27276241192406847,0.04196765743624761,-0.06,17.0,0.44685429324089143,0.20991693714898857,0.005,-0.042,0.07522149179120965,0.5,30.0,12.0,0.2512657699106988
119,0.5971985375614484,0.2392944681009505,0.3488559767653907,-0.06,17.0,0.32671059378555883,0.02754404311717911,0.005,-0.042,0.10785660270365317,0.5,30.0,12.0,0.0996540979343617
120,0.3572804045534396,0.15624858204961273,0.020785435689615623,-0.06,17.0,0.3720111412882149,0.16661825316652418,0.005,-0.042,0.14236314525131621,0.5,30.0,12.0,0.04708992739417654
121,2.0336403366682516,0.7296879298409485,0.05500036045170207,-0.06,17.0,0.2467570084957571,0.15432120068503796,0.005,-0.042,0.2964457071937316,0.5,30.0,12.0,0.3190374940943504
122,0.2548983981627441,0.19169500164931114,0.1270016599462746,-0.06,17.0,0.4856071938512761,0.07871296670085173,0.005,-0.042,0.0875886134795823,0.5,30.0,12.0,0.16184257434907662
123,1.3400787170690605,0.12173828140216594,0.48272827687767106,-0.06,17.0,0.4720688415117916,0.11233615845982046,0.005,-0.042,0.057259221855940796,0.5,30.0,12.0,0.08165719646931686
124,15.640193100203467,0.7923668612925919,0.2636525677664464,-0.06,17.0,0.3425797752810051,0.22435092855051464,0.005,-0.042,0.30518898095312613,0.5,30.0,12.0,0.2920749882632479
125,0.7645877987320286,0.5281160813152287,0.20364426553216622,-0.06,17.0,0.4029621639188845,0.03565594591386147,0.005,-0.042,0.1293093095776763,0.5,30.0,12.0,0.13322155669494762
126,7.73396894282326,0.8844869996871264,0.09730521781778577,-0.06,17.0,0.42320624413239943,0.05657259941783936,0.005,-0.042,0.25289692436049366,0.5,30.0,12.0,0.010306126080961445
127,9.122138994171515,0.5710006663414913,0.18212338647467308,-0.06,17.0,0.08993974088566642,0.12544479506437237,0.005,-0.042,0.16593319562893186,0.5,30.0,12.0,0.03498200487861675
128,0.07141606233263807,0.01133204388869502,0.12064470351982212,-0.06,17.0,0.36471470317554644,0.09058716351997455,0.005,-0.042,0.11643759747711394,0.5,30.0,12.0,0.3898651307107782
129,3.455462278150735,0.06622448250074454,0.2308790296384709,-0.06,17.0,0.43636312862365795,0.26479681940966826,0.005,-0.042,0.2670893971096264,0.5,30.0,12.0,0.0901808219838725
130,0.7498169843713528,0.4283128274914249,0.012748997583766863,-0.06,17.0,0.2983145139728911,0.10107622143167876,0.005,-0.042,0.1947736860956204,0.5,30.0,12.0,0.022705009796575137
131,0.0727445647452156,0.21555949442725025,0.0815350734892526,-0.06,17.0,0.4118168633963099,0.06891317655263857,0.005,-0.042,0.10039801349004761,0.5,30.0,12.0,0.3448531674040564
132,0.2526640298640184,0.0826684696452927,0.14565123233360355,-0.06,17.0,0.45408289551554326,0.04822399588829193,0.005,-0.042,0.377967721214854,0.5,30.0,12.0,0.2432020230145018
133,13.081902492840277,0.6362979333512476,0.2928450657021783,-0.06,17.0,0.4994340132514428,0.13974210288824296,0.005,-0.042,0.18169842127654554,0.5,30.0,12.0,0.05941325771406494
134,0.39410473197326573,0.3664333621369297,0.044091406254872165,-0.06,17.0,0.3166237818674656,0.17864829093211215,0.005,-0.042,0.06561109321473652,0.5,30.0,12.0,0.18101859202596002
135,0.1621881152748789,0.25636256866980794,0.06850543810789739,-0.06,17.0,0.2569254128340782,0.01068732555783923,0.005,-0.042,0.05082101883061587,0.5,30.0,12.0,0.10920533707279784
136,0.7662947808381826,0.14262220055502584,0.02935813755612828,-0.06,17.0,0.389666624620454,0.21692279815342658,0.005,-0.042,0.2130212912669949,0.5,30.0,12.0,0.07493405469620489
137,2.425506723162388,0.10214718192115974,0.13211012235119055,-0.06,17.0,0.2754826168786831,0.24808525919399743,0.005,-0.042,0.24205400689493867,0.5,30.0,12.0,0.14494196280867808
138,1.1527804709356482,0.33864552607952497,0.11182893484006118,-0.06,17.0,0.19112311114573372,0.08524040895942994,0.005,-0.042,0.280998898414362,0.5,30.0,12.0,0.4277053263920112
139,0.8425760567472875,0.04520377610702411,0.16355486787383708,-0.06,17.0,0.019585877738858976,0.3092425331419503,0.005,-0.042,0.31946153023274376,0.5,30.0,12.0,0.11659155727905327
140,0.202228264262134,0.2913439264039138,0.19164914802371266,-0.06,17.0,0.3546022935233274,0.028128804911529505,0.005,-0.042,0.22384093706712294,0.5,30.0,12.0,0.19240188765763094
141,0.39129532981344844,0.011529015935818065,0.05589606781530227,-0.06,17.0,0.11329727581051505,0.12387985380158803,0.005,-0.042,0.15786930209951383,0.5,30.0,12.0,0.04110887644852626
142,0.47704566385335495,0.17011519473779924,0.4149095210758487,-0.06,17.0,0.4743152455956912,0.042017563174509026,0.005,-0.042,0.0777066245485932,0.5,30.0,12.0,0.21070127821149826
143,3.8775571795348727,0.9692366882015728,0.007389796008819035,-0.06,17.0,0.3370880785812723,0.158374534424082,0.005,-0.042,0.17554924584561088,0.5,30.0,12.0,0.47104929086790315
144,8.100442935978844,0.4055453792243717,0.08987000242309567,-0.06,17.0,0.16536141880487798,0.20055014385716277,0.005,-0.042,0.34594504300815515,0.5,30.0,12.0,0.06905164185235732
145,0.008695640471285482,0.2671381449299471,0.04339539986878675,-0.06,17.0,0.4289035347053724,0.022010816957105616,0.005,-0.042,0.05763763954225903,0.5,30.0,12.0,0.16675519947224432
