test,loss,PleuWT_k_closed,PleuWT_k_ini,PleuWT_k_off,PleuWT_k_on,PleuWT_k_open,PleuWT_spread,PleuWT_superhelical_op,antitet_k_closed,antitet_k_ini,antitet_k_off,antitet_k_on,antitet_k_open,antitet_spread,antitet_superhelical_op,bla_k_closed,bla_k_ini,bla_k_off,bla_k_on,bla_k_open,bla_spread,bla_superhelical_op,bridge_off,bridge_on,gyrase_concentration,lacI_k_off,lacI_k_on,leakage,tetA_k_closed,tetA_k_ini,tetA_k_off,tetA_k_on,tetA_k_open,tetA_spread,tetA_superhelical_op,topoI_concentration
1543,0.673595209558157,0.06364429854816199,0.38709947965484565,0.34097603673969046,0.48356016970165644,0.16998384677048414,0.02541114841821355,-0.043257370855440305,0.33145199652092827,0.3403691593450047,0.3473054822997436,0.2410189568859011,0.49963769264650326,0.03668772200751533,-0.0243056228156174,0.2624099114406883,0.43469971613801855,0.37612748583526323,0.4405698793428513,0.260660708175725,0.019530729248962014,-0.09982198865596818,0.006381410811077464,0.34142758062938805,22.41142370365758,0.4632356673366614,0.38704923980522055,0.2714986001778452,0.24527556167294381,0.059344376815133194,0.010384370131729916,0.34427279456885473,0.08585185367141455,0.016832177546997142,-0.027475401905456134,24.485081464351
1544,3.364255934484964,0.03504040418783204,0.29163691456242374,0.2161948593724114,0.21532489920827222,0.3360901366989537,0.03124176405038244,-0.0244235580855674,0.21941004648115103,0.2692860872666045,0.26283893729110125,0.3231443680801351,0.48942852057622377,0.04690665009098864,-0.008443864928542752,0.22121526813965317,0.4479643938688761,0.35849017767933483,0.31296279717856734,0.07127825060196355,0.014675548890053606,-0.029309734638869104,0.01687705078022402,0.3768368910196654,28.45539234186888,0.499582857824143,0.42045543943948993,0.3642394102501393,0.19255911138877624,0.07843223216478011,0.0696882481302194,0.24135225622992898,0.05860975348011544,0.008474476341571488,-0.0552233566234069,22.09887605371036
1545,0.6988791912131136,0.09968619321830566,0.3731436441852969,0.3792358703102032,0.11438178416457775,0.24515527866761633,0.027181969194115453,-0.05104018504205275,0.2525386563678309,0.3263558320444032,0.24607658546289707,0.22477978137126572,0.4998175924359192,0.04558826794168558,-0.014774419674752994,0.20759599662168926,0.3533186866013267,0.25640789039071143,0.33440808165935776,0.021454809945290487,0.025384398521235987,-0.09992510899070281,0.009226081741298211,0.3649766649937852,25.60172622899334,0.41596823871822275,0.361635945997671,0.2609666436624823,0.20875085771427782,0.03521845868047524,0.029782742674149973,0.28293283225519156,0.09909089566996997,0.011972346513804612,-0.045973120510945965,19.694978288087963
1546,0.6709106223569301,0.020134776595385918,0.3982422051016454,0.31134308770807273,0.4354265307441861,0.025808190745241107,0.023079402238966953,-0.040328652787330714,0.2972748401457926,0.28595813231530287,0.22835253453251556,0.2635954439134602,0.44803047075778607,0.037984140524888604,-0.02152337524199424,0.37979822979985517,0.4729830170374856,0.41048314025817045,0.39044099924126385,0.08121701927591493,0.02082991975581073,-0.08552921179602627,0.012568881025771516,0.34961261169209684,23.4146046653428,0.47557365170585747,0.3979204332395159,0.2506796011052844,0.16239122367205283,0.12273631997448955,0.010135473208296036,0.2918324695553718,0.04431799660819887,0.009763438973652998,-0.04841401107444161,21.24134027076291
1547,5.9190476295336465,0.08744558110996062,0.43002513931316544,0.38951467899843634,0.03028424404173871,0.44129291697232864,0.02060775082389772,-0.027825749050636405,0.30789820784944155,0.20816145942691036,0.07431697586674961,0.28381237976028145,0.4755788038890424,0.04856651470832338,-0.033019599442952886,0.27879963746649405,0.4231309702234053,0.40206817747350043,0.4106032572850669,0.03713467762520324,0.016008854341115205,-0.09389187860483779,0.015122825178603206,0.4309901404615278,51.08832882742955,0.40616894581197094,0.34581531040430596,0.32884160338596713,0.26326968247061466,0.05252988037873928,0.04517955039202849,0.3145869388754658,0.031083232897297534,0.018215113114295235,-0.06284349294280225,26.56093018127588
1548,0.879962461267392,0.020361593448426946,0.35490052808920686,0.35873694072386336,0.49962703382242135,0.2990098390743637,0.028256802258548576,-0.03563352793239358,0.19750736115489198,0.23649513457654442,0.30344737810485917,0.3394913749105839,0.4073279152664262,0.04473345340972042,-0.010630685335415474,0.18908921503903633,0.41102053940020655,0.4171857438512468,0.3668582581592427,0.04811372735410255,0.029990942043209,-0.08945179009575945,0.058089295437516106,0.40416515718785523,30.44276787534134,0.4995331145835636,0.4392226178370829,0.2960203061370038,0.17853317580763622,0.010883227613609464,0.01935160366761623,0.25013221885756576,0.12210103370913518,0.022505687255479672,-0.058898018446502484,24.706862931961084
1549,0.8818746513250926,0.22495019550616852,0.3287807021950504,0.4025893122612386,0.3392050336156578,0.2299881918730829,0.034258507213054706,-0.032704053044061834,0.2752863352029629,0.348631508741747,0.2794470052142216,0.24694203636364404,0.4579694894410808,0.04167591305150822,-0.019109027679298365,0.320106634333347,0.14699283718381664,0.14928300262754196,0.3482047632786042,0.01804287689530723,0.013143851218586518,-0.005510860824326251,0.04089302496191464,0.3041351479571875,22.33278693360872,0.4667626662835674,0.3277791104986245,0.30855874967789776,0.2170190553821036,0.010454530155938615,0.06273361501679954,0.27030082073439443,0.0762803258085747,0.01583348659441191,-0.053614326806681684,22.42342720949945
1550,0.6879206764375909,0.05367986551449631,0.418139336174343,0.3702460261634013,0.4738400332768748,0.1980173929411366,0.024106547550720333,-0.03889270020319201,0.3444577140743489,0.12116518563743192,0.2588330478759753,0.2095396904219683,0.4206079920039168,0.04348739165903616,-0.005584591066230065,0.26850070511975144,0.45562790439487977,0.38478063818788144,0.37717672326125085,0.06349845690041703,0.018094453786384412,-0.05452108923024058,0.018792334102871237,0.3325318388586132,24.93337892749313,0.49007209366948945,0.3731637092823601,0.34673686002415466,0.14765435208201205,0.010475775361101666,0.010394657064002888,0.33373698691174325,0.17405128244556223,0.010790698705190921,-0.04449707864793297,19.0179545023808
1551,1.19871825031438,0.06900850502065385,0.3811380338273808,0.20073070346505445,0.37067563673457904,0.2512256272464727,0.021804237699766704,-0.04514161805120486,0.2646415187291675,0.38256637018629114,0.23624304777611657,0.2558201493669222,0.432376717652053,0.046134701672886545,-0.012846374130088154,0.23289523455907046,0.3967424995731397,0.20139877063787848,0.3964141794906027,0.03208179793434886,0.00983971559311609,-0.07683823618815996,0.022935891108086953,0.3870045866782481,26.872122507045145,0.424859814732473,0.3564407410363172,0.3566423262796234,0.19593946315285546,0.10795232472620084,0.032935381760014745,0.23455257307633476,0.1125089359653281,0.013608098325350997,-0.04009312065320192,21.685557190834928
1552,1.2692710043941324,0.04085404375592573,0.40780080384463085,0.3451380347608238,0.49976673399630167,0.2769459038332909,0.03340443316130668,-0.048647178719675645,0.24321266591427038,0.3042160850439206,0.3590629961484379,0.27220364708131833,0.4688974292471545,0.040503883445157755,-0.029969696390365556,0.24896646155985397,0.3751481589022878,0.42814788802127096,0.3593683454224908,0.010106222872053833,0.014290298752984364,-0.09712318292921575,0.0074066576181427285,0.31530695536547926,24.345511054538964,0.4820689340129828,0.38709374764367654,0.23244178629265283,0.09848139280375848,0.09416386746736183,0.05497091528298578,0.2988891349407621,0.13600499450265052,0.014808830446033323,-0.0362274320533372,23.028178083120643
