test,loss,PleuWT_k_closed,PleuWT_k_ini,PleuWT_k_off,PleuWT_k_on,PleuWT_k_open,PleuWT_spread,PleuWT_superhelical_op,bridge_off,bridge_on,gyrase_concentration,lacI_k_off,lacI_k_on,leakage,tetA_k_closed,tetA_k_ini,tetA_k_off,tetA_k_on,tetA_k_open,tetA_spread,tetA_superhelical_op,topoI_concentration
584,2.876495443911939,0.28518632783068576,0.19303763649274994,0.4906111414808169,0.18991286736439697,0.23108063192841768,0.02222817392027053,-0.0556844792676347,0.033448217804673955,0.26191545391625115,23.63358884208505,0.243352291374746,0.4880797070466737,0.4732361205151628,0.4601948484813848,0.12703270525600704,0.05660027717013953,0.3056988213127001,0.25028007242255423,0.046185083760892226,-0.028623598339765573,17.131453575049708
585,3.859565773730733,0.26392199858404247,0.16678484795834808,0.4673804281873581,0.15817655991312846,0.18780267373192003,0.015250227286198775,-0.04257130017364525,0.043145348415784573,0.24387919986805012,33.26936584705969,0.22536265364971378,0.4993809806623396,0.4583767581489718,0.4468087128590148,0.14537166111300262,0.012773472486831595,0.3589468559729919,0.18665547600447438,0.04367504005332223,-0.039173292511339795,16.158820844955724
586,0.9254557807065908,0.25640487773076764,0.139269819993968,0.43836265800714447,0.13975498926025534,0.17323857273854965,0.023581309534550086,-0.044431947578694744,0.037487987466456686,0.2847959132025322,28.39202749331898,0.2627972067158091,0.46294081312787383,0.4534739620884585,0.470698945249051,0.11062584380407915,0.010409622676656967,0.33133869384751297,0.19954343777786562,0.047467142328533656,-0.032335261804163316,14.924503007607731
587,0.9372194366896727,0.29494266649311895,0.12426575549840146,0.4245589283300579,0.1286981696489021,0.2040787039937984,0.020789279417802408,-0.051262755280454,0.03945930501330594,0.20361991824101108,26.489646819286495,0.24973233488005386,0.4460370012634827,0.43844291040821626,0.49923994385873316,0.17678060576196922,0.0637899903682147,0.295054395240201,0.23259714634082357,0.04242739241697126,-0.045211948020005104,18.67635610641614
588,7.942214675797232,0.2401127110868737,0.21130373547979808,0.4787272111011792,0.16742904001205444,0.27475947780338195,0.01872412498107195,-0.059468041806086586,0.047138939184648,0.2666373350437173,24.727103799151852,0.27178418021011713,0.42640339260900345,0.49137652717461244,0.45622265460891565,0.14408127627760114,0.026019545429305502,0.34904234421600583,0.2212056272859933,0.04895104725332889,-0.034524963324839945,15.494781509013869
589,1.9550888190562812,0.27551567063852217,0.15914804041846056,0.4557457513891934,0.18431062491344619,0.22360928037689273,0.016697586663055958,-0.048819258430988326,0.02011357793137924,0.24955397402515128,29.520799766932996,0.31230988923022057,0.45950289464153743,0.4691671940461059,0.4841073475368839,0.08510282551079767,0.04198561553643173,0.27863555481743885,0.17940087371926722,0.04481659487888851,-0.02512014502182841,14.26134159482591
590,5.7371359682463074,0.3394225166740662,0.1756714559249956,0.49005911563724985,0.1520641465884626,0.2587985392024568,0.013943373935954479,-0.04097827176501988,0.041419914706972,0.3081798403827613,31.936561231679985,0.2880287542591404,0.48175134470408315,0.49950647389461106,0.4349740316872391,0.1552165342877401,0.07652574522629989,0.36531127307117306,0.2661528583016598,0.03906177640673691,-0.0366492188729449,16.930339633650195
591,2.9052831913727615,0.31972270568079,0.2022061023231384,0.44210414011032906,0.22357862958817398,0.24770473023538228,0.017448566097027916,-0.05729472505808218,0.03169906954887743,0.21533391662774393,34.28378914644732,0.23043885752286972,0.4369649685597128,0.42918385422160915,0.44117327529652905,0.13020862657052562,0.05216792034910063,0.38365097692140643,0.24134584345390922,0.04038555780907761,-0.04169465584530405,18.35599440265788
592,0.5526558362352563,0.22567457582068254,0.23897126277282088,0.41646512728237545,0.19778856371710665,0.23751643168716538,0.022645855237325943,-0.0462070747798656,0.02854639164847785,0.2310729344882672,23.325578219714252,0.2563045314469794,0.4163685790273619,0.4599100015761388,0.49995831855907696,0.10389801430291877,0.03227750545753422,0.3734784874055383,0.28353632571264575,0.041618114387258154,-0.022481311994286254,15.498175062812011
593,0.6408655014900975,0.2195057950991905,0.273303288486495,0.4163851039420102,0.24893236591070217,0.268674485335669,0.024785304246495766,-0.04583994280629765,0.01867395708012725,0.19648949651534073,22.526805287753454,0.21210491639337412,0.3908934297713368,0.44141084068678577,0.4626489605953528,0.07303511783325774,0.06538742404141756,0.39341940186953467,0.2932176220535916,0.039673824915125284,-0.02165048945223519,13.062723528597147
594,2.0590823880691715,0.1791824363503028,0.2836969683328681,0.3951523350536807,0.29550948634225965,0.310893833026813,0.028384555762553373,-0.03618494603159739,0.014069458341542164,0.17646029252068413,23.231976674644574,0.21380441246497756,0.3856148877121093,0.41853984767932506,0.4228594986584755,0.0366711294552986,0.08075459650201226,0.4027490975425516,0.33886152191552055,0.03815255279220937,-0.0025907810972917444,11.77579014332979
595,1.962915743324019,0.2062876704350628,0.274134802707905,0.3771024678220799,0.2854605332285222,0.27579994944230407,0.025445799991893593,-0.037471547157332426,0.009932423202002532,0.1577337657678797,22.999453342343056,0.2038981917866898,0.38504843673326017,0.4121299191729022,0.43079982613789297,0.05277297922442055,0.09084387398438021,0.3757182110605888,0.3212993040069684,0.03672414944430106,-0.018817564345194212,13.022899335049205
596,2.828158322253361,0.19835967802317925,0.29041879289157163,0.41219834566812275,0.2435020500706619,0.2885170973592928,0.026490601358515026,-0.034357028887940046,0.0023616667830282066,0.1411174211134806,22.51788842286426,0.18501567959868628,0.37782499113213996,0.40231232355721364,0.44968779513978685,0.02133079164539023,0.05734540699849306,0.3915233160409885,0.29538690388348426,0.03989435309109545,-0.0142528110814743,11.881816348547147
597,1.2945576450387786,0.16034416229337045,0.304968273602649,0.38949082907253885,0.27524853219328976,0.2670456289676165,0.027167768062566003,-0.039486397288272086,0.011936855462424026,0.1881520365120148,24.675484392296433,0.2213845716669074,0.40631867483337347,0.3858732741578162,0.4571059069322381,0.046317940236649716,0.07654371338598585,0.39204475284998586,0.2851525371909923,0.036993727373848775,-0.021368909725138233,12.446735694769336
598,0.9365963691013947,0.19135944432088503,0.2613590066859358,0.37066189289528795,0.2552622107437047,0.29634743409981135,0.02964447836427797,-0.04499230707399369,0.006590327036464033,0.15072358659761884,22.535292645326052,0.23641420837165902,0.3474596136076045,0.4341849756582503,0.4075477243980816,0.07167445379145287,0.06765713451326548,0.352761849591738,0.31238479539681907,0.037216441583172055,-0.007848345448773927,9.553309859386973
599,1.6609963120306444,0.21924159463088275,0.27328120547284557,0.4211371231985601,0.2941152095428071,0.28050923190643207,0.02439342290259961,-0.04215327907328093,0.014396758371524133,0.17063848899082926,24.24973113609291,0.17570855404094163,0.35465410587181934,0.4457149888888227,0.4644482915292168,0.05745771436931106,0.10416837492418637,0.4013184893463955,0.35394632137388743,0.04099643028271264,-0.005657101541186281,12.941358407380879
600,0.8127961403581703,0.18322008372080095,0.24978150164741544,0.4003494872775047,0.27767498466953433,0.26587280036201555,0.028947304310227236,-0.04771463920206829,0.01598075368231374,0.13482133483878933,25.533922540853567,0.1569133830871044,0.3746226409929785,0.422499871955832,0.4249802726483648,0.02889704263217066,0.09569843037597156,0.3768958043711146,0.30572194108554546,0.0396892562806009,-0.015354673798669864,10.595446951769812
601,4.063520436325945,0.22304549713370322,0.23878094254257765,0.35594396963824915,0.23064863199540545,0.3246341116753401,0.027650767418464013,-0.031675780199919776,0.02007348922622677,0.19870944163163723,23.451765401832017,0.19340198311917414,0.39432359448128007,0.4074498786862081,0.4388985325191997,0.07562181165433424,0.11466910324891519,0.36626123755246387,0.34462427742181145,0.03622078422525442,-0.00645915498284165,13.572744245245573
602,0.6512410366791326,0.20898426812503895,0.28655822547562615,0.41703234678867374,0.3126645608824774,0.304025339742531,0.024224750016873256,-0.04618207263970124,0.007556662620323808,0.18751019785535916,22.407925744764633,0.168725789436421,0.3686571695413251,0.38929815970435633,0.476452101828788,0.06900938391208106,0.04913877361278293,0.411140052446432,0.3273680310418241,0.03796204509689368,-0.012332955323854464,13.976494403226935
603,1.5787588234680894,0.17612024047345542,0.32310020086277563,0.43148945211538253,0.31772602156287244,0.33952335084139224,0.030874706300385763,-0.03299468363655783,0.004683208763931749,0.1259168483365861,23.494710293981445,0.1204670788494594,0.3639521589047115,0.45553317085967504,0.48734905615083063,0.016465924521971126,0.06583759834526129,0.4348426228736023,0.29827749603909054,0.03910383176676255,-0.012146680333210595,10.051704411917862
604,1.6361808464169245,0.15488200430125215,0.31192864089094474,0.3452203785347713,0.3401509241114476,0.3159665014550626,0.02782691134008602,-0.03754007943115333,0.009098140206869276,0.1672168036330215,22.755688314241816,0.10725122685508404,0.34113184674145003,0.4384439155946943,0.47822144701950936,0.04090461413449148,0.08596750728904654,0.41746494081490815,0.3700951484523765,0.03815377144273451,-0.009079821518307487,11.393889119088106
605,2.331291703942931,0.16861701070544544,0.3269450542847032,0.38185616105600306,0.3502602755462469,0.3094966878108603,0.024960307847335425,-0.04343789540412793,0.0035606023294774275,0.12079571936384062,25.82628578424929,0.139870019064819,0.35835536707192844,0.3971311838041792,0.4683089993374769,0.0487456433884325,0.4948853435824969,0.4115687348647039,0.3241819946497813,0.03552981019435851,-0.017023101009212407,12.241313043587661
606,0.947654537955742,0.18987358415979128,0.3403843309592466,0.40282207270191805,0.32624613242326733,0.3282169140517482,0.026919671618839465,-0.04082909988139426,0.0012342498087102262,0.18275729190080703,22.343531067634103,0.13782118215805558,0.3748349732294939,0.07096453025296309,0.4931547516305109,0.0653452228670145,0.050026398137258746,0.4256441374980027,0.273831983469009,0.03927843405657033,-0.010627362947413187,12.777807889048622
607,0.9035159019924757,0.1405774668172951,0.294934677062354,0.41888582757770815,0.3127419327149714,0.3008446419365461,0.028714538307757703,-0.04035020680969007,0.0074396950064881395,0.14319486085412805,22.43615792698173,0.09458616524176496,0.39395949354484316,0.42242134669903136,0.47619278987028407,0.02982897926386037,0.07285319334920272,0.4052142172843888,0.3360718284925397,0.03469534298101746,-0.017733255764225388,13.726711945333353
608,3.6985855640397967,0.20937852322289133,0.3058224002816564,0.4122797449782214,0.30934779186182704,0.32047297602197206,0.025661580611527828,-0.028338218217939123,0.005405725139751248,0.15171593326268995,24.260850433147535,0.15089906325165053,0.415506426167163,0.3728397697203498,0.4554144102943025,0.07621324150276508,0.03466558673430484,0.45077229909874406,0.28539147250296654,0.03732911327006211,-0.01221794433813393,11.044645407274846
609,2.4788407613120533,0.201259478998372,0.3154389229500309,0.3676186696710404,0.35543479794892313,0.28957271363172776,0.023372978013187964,-0.046100216521092266,0.010729874431714151,0.16425366884114884,26.193705814728958,0.16003856240720385,0.40403174007577597,0.44646414069476253,0.49156564296334526,0.06693466279862034,0.12075343149102526,0.4375482183415509,0.3792480513388465,0.033666571311875504,-0.0036011095765093176,12.302790920042955
610,1.4612761707413469,0.1625013007242589,0.28293196714550967,0.3858936689093374,0.33262230897453804,0.3449544206327158,0.026394245700436695,-0.03825499806868633,0.018777211540128833,0.11033236595179832,24.655406288194246,0.12567595411596816,0.3684887640894128,0.46271345733662417,0.47374427345996567,0.01177620253812768,0.057845038864172284,0.3935521167611862,0.2801717176857425,0.04167426802258585,-6.345239698511002e-05,13.982808538150392
611,3.9452321319671055,0.21572393169026352,0.2896891362049067,0.3932283121337848,0.26897643346877204,0.33152665092533895,0.02420254248099924,-0.03552704781241014,0.012823243124898114,0.0927596930394664,60.35459234066693,0.18242296368147545,0.33391214258688756,0.38983335861242097,0.4628761327721247,0.05500288801739486,0.0470298963256646,0.38368615303569575,0.3302092690542323,0.03780672176193336,-0.01393401437234626,10.470189173748789
612,1.052616495403925,0.14890323449467294,0.25760444394559723,0.35898283731987857,0.3010356274074144,0.28054536209761305,0.022985877666605255,-0.0455323379910603,0.017201777840832762,0.16040288844610145,22.429745115454992,0.16497369910360482,0.3882268309206891,0.43438093052077464,0.44300292661790147,0.03637481599043188,0.09723554251952805,0.46841512110665157,0.2921809675333335,0.040864696822583646,-0.006839040536617217,11.411004532714948
613,0.884029480616315,0.18095464229376565,0.26578232521557077,0.43059224736537527,0.3947689716959342,0.30894384804349384,0.029422599068814982,-0.04253630690775211,0.0129536821779647,0.18659387417957057,26.754397201881055,0.05781125388472061,0.35734387276734064,0.4202048821664216,0.4158548415804557,0.08489570563286622,0.02959542017761584,0.35945309546121024,0.306584922885471,0.0358847070312251,-0.015577928813453164,8.94807160452907
614,0.7983730158673896,0.22921883325235698,0.2812853926195071,0.33062142864065924,0.30276713225883767,0.2974625716459463,0.03003270992336875,-0.04790667759074672,0.001593643422054294,0.19501440592006997,24.82659733738884,0.1304143248855606,0.3271435607775399,0.40591449627331555,0.48183344593643745,0.09901645586813612,0.06478349333683149,0.3411201161616025,0.3632853818828127,0.04036455077875388,-0.010884728701679844,13.191484842194848
615,2.6866135428331495,0.1925574460514741,0.2710647141464605,0.4166708817212715,0.3664738713251651,0.3406397130697132,0.02432539330468069,-0.03385251562596682,0.01539314233080079,0.17519087616188384,26.900365553933142,0.08264448568755127,0.3456820507060904,0.44953862298608177,0.4516464536425672,0.08711632664532755,0.07634360511702297,0.39701508801798996,0.32178856479795065,0.03486791077558266,-0.022689185493718653,14.534013717260336
616,0.682038838667294,0.20515840574499103,0.302620246775716,0.4044887252879912,0.3805944403173648,0.27243509251265213,0.027875732786637065,-0.045560728533518016,0.010421651511947582,0.1491434008297417,23.409970948019104,0.16753079301189844,0.4171036552701168,0.36352325981952993,0.42518371574843394,0.06918104151239678,0.01807301758942975,0.42046309721091174,0.34588372524348415,0.03875515161236307,-0.0018554139541526148,12.742588433167752
617,2.3021455065770478,0.13236107280500062,0.2321660598669297,0.31556898702180336,0.26287606408462216,0.3581551489497992,0.03172976921280743,-0.025957354973931108,0.01720406863227978,0.13240934457789244,23.75772815820023,0.17420287679998106,0.4002897973417105,0.4311021448819183,0.43377850136570667,0.05985416233358061,0.0873612648404456,0.32191468595145223,0.2681298620551507,0.041775333508958165,-0.009326978132523698,14.083366790539035
618,1.81252495693451,0.17114727536127552,0.24129025580284627,0.42697333832313744,0.289786452012577,0.29043006637006985,0.02614511600193787,-0.03608291451056563,0.007523933981258828,0.20376639069175198,25.800392411298592,0.11133877712792214,0.37990278943157224,0.3834482527401752,0.4651769352019939,0.04597306979038288,0.040919422770053254,0.40630165464835866,0.2990285065545085,0.03938996295318521,-0.0190186222207677,11.90421372417531
619,1.870665558519918,0.2191522580988051,0.25730974334261114,0.44486632884869143,0.2900859656445996,0.30031984827876207,0.027242540184259843,-0.0394769726040915,0.021145225296159243,0.16655015668538775,22.30989499618987,0.13697892656123611,0.3650281431633506,0.4170401652884905,0.49838390986145953,0.025486056623908376,0.11212638769593616,0.44424611833288524,0.27773879694025966,0.03776555061310397,-0.00444796617791374,13.301715381667274
620,2.1528081221885382,0.23140398181765554,0.29560341255960365,0.37813238006949496,0.2825885100243657,0.3159909919947599,0.02487624295708023,-0.03153460055761635,0.014382886212417755,0.1959785660397812,22.415996393910113,0.19103486038871287,0.41134025054902446,0.4611991933976032,0.17521145660985268,0.09379200191507377,0.011410600971032388,0.37079045827887475,0.3502355351514157,0.03654997750007859,-0.01605590227632508,15.032129996277488
621,4.226182424905431,0.1983255115255225,0.3337270985928815,0.34724305731218047,0.32611744341118526,0.2564895195005492,0.02233548386468044,-0.04369787160132215,0.006435972788368011,0.20790417382574516,80.48858207200179,0.14960546535654712,0.319541700326461,0.39984269828975605,0.4011108917929625,0.08094311661423256,0.05439380574020887,0.4305860977644053,0.3340305266344607,0.033803717171073,-0.02074418105541158,10.722493786194685
622,2.530205174119901,0.21045989641069207,0.2214109194794128,0.39567345798611986,0.3200803112247739,0.2840337835547795,0.023512727449037797,-0.046690187100216336,0.012171463366897735,0.21160595096572635,74.63656222204116,0.20035399608410123,0.4219542027811722,0.4415834852269045,0.48386523083978433,0.10343034056643248,0.0269787739371115,0.4599209014231722,0.31325759505432627,0.04046500763011285,-0.007086593709688664,9.43992904423611
623,1.1050614577011522,0.1858524077658255,0.25087381754040183,0.36856654766720515,0.3151854484171625,0.2618214869290635,0.030446192422961902,-0.05243957887159777,0.00510804710006672,0.18275520664073208,27.421238517032833,0.18090962453089202,0.35268196044476957,0.06144091432929419,0.41259451257510044,0.11304757513585502,0.10067284100969012,0.3876432022759638,0.2555493774302455,0.04275252283482135,-0.013521157656018589,14.46665736909051
624,2.1190810846323838,0.22490349142437455,0.3179873364198029,0.4217744569409862,0.25144547536710254,0.3359167879499614,0.025611217902151213,-0.04218203878548351,0.0029519541104136675,0.1926292861597862,22.312077651338722,0.21008564406449676,0.38747836503661387,0.41084554674463114,0.4694973146523073,0.06015256930195928,0.12925118050633644,0.4130853693715927,0.29278766044781246,0.03530018082697053,-0.013235015941305111,12.215289894594417
625,0.5871519850774696,0.15489868255778907,0.2741761051870094,0.44062502111059304,0.33958562753884114,0.24372561136132814,0.021622264185532307,-0.049559971648021145,0.022225030013225122,0.12541356249158586,24.73371136329485,0.15981175606471792,0.37275309462892,0.4804817281298428,0.4427476135508915,0.02131963228637953,0.08114410107591702,0.4841647355898511,0.2661283055180403,0.0416976542946684,-0.01774470318408193,15.45359035727675
626,0.7774052176531575,0.12390269344857799,0.267594451769394,0.4605524684589261,0.4451204516486529,0.24443214700715205,0.022151584048296535,-0.04954878958834945,0.02412032186152113,0.0547908219329246,25.02743490646301,0.1615563750706725,0.39770205690111227,0.10250269692092143,0.38444990702923076,0.08969966912062854,0.12200899783061583,0.4840870423348162,0.2621495050687656,0.043632218286581335,-0.023831970302990467,14.992726293184406
627,0.7207811583463346,0.13506510132469313,0.2408727597586352,0.4354175080907538,0.2363225725616263,0.2402216741689853,0.021508716003596447,-0.05339403432580474,0.02337194869771148,0.043436031511343426,27.62815357850743,0.07458715124047294,0.37651354534773673,0.4735879577747624,0.397139952082985,0.017218158898474955,0.1420178095858101,0.49856267508536545,0.24965662737404526,0.04174506059528001,-0.025988135499524313,15.3529367258341
628,1.1110221944378018,0.1558159917410228,0.23056322135125687,0.4524648210777939,0.41152583625277506,0.2476131142864534,0.023446659146860765,-0.055100086274194354,0.020464943915305255,0.10471255694380024,26.42860901606359,0.09766448596760012,0.4263532306088844,0.4822143661460435,0.4062487488966108,0.04599037047044853,0.10907097553365794,0.47805892296122904,0.2705897086053298,0.044557779748530715,-0.017318683839390964,13.526985570523287
629,1.6715299241247141,0.09892484762060001,0.2273358788913827,0.443371203216365,0.34509347186812994,0.23656821052936886,0.02296037654086809,-0.049958381462155955,0.017563411210454627,0.08844304576431535,58.34757230221102,0.14629861040072784,0.40940618769966364,0.48888708920167473,0.4290262237015432,0.03208185414994226,0.13470742278035097,0.484307076648829,0.2800873516830828,0.04324690450924834,-0.019692759996263413,15.728313547194503
630,1.1091022278447236,0.08586558032802204,0.25397282104952434,0.4285037283262765,0.24468479099978824,0.264470648529583,0.04847185906700344,-0.0475665516467822,0.018782965545999862,0.027183826553448698,30.244135353134165,0.11199633513094501,0.3411667298639698,0.4814101665073341,0.4156520657556285,0.03642425715155889,0.14495694736382103,0.43454471093850755,0.24272023975937085,0.04543318568143078,-0.021003280640422194,14.822053746161455
631,1.3841196191256033,0.15947590810452983,0.2787457051114088,0.46555577217874433,0.26153815042520534,0.27363896930277865,0.02155016622727538,-0.04400507524081047,0.022895980056781087,0.07929899006700947,24.51355836014125,0.1981700230160231,0.38950651626800425,0.4608853853780831,0.3926043947391141,0.01307600789346644,0.15676636722986362,0.497465526001943,0.2607956424635088,0.042463615490078224,-0.023155988712592543,14.390826799182864
632,0.9776986659680564,0.1117577343360948,0.21548441348193703,0.4063340048880143,0.4208448377731615,0.2565820272902776,0.025203704336714414,-0.051842322398172415,0.026534692505960092,0.1167570604384687,28.072112187008706,0.2127816594976456,0.41947767555657084,0.4743900371510821,0.44117610003159197,0.021231198597970853,0.09286838230369997,0.4676175486348599,0.28253090401085934,0.04155394458514942,-0.026037956702212206,15.596636805504998
633,1.792152206561417,0.13447015937332227,0.2681250164070798,0.44820275597726983,0.43042066471373847,0.2274586999637201,0.02023689387583702,-0.04118799233545689,0.019312140528960756,0.06562346965803248,25.534673110219305,0.11956250748002392,0.32573765913859565,0.4685517791719584,0.3807682062819313,0.05187132541053928,0.08230849072821797,0.4574653819436051,0.25751430400476194,0.03986873898585615,-0.02261280146897299,12.797558009601442
634,0.8829969189528152,0.17601140435918014,0.23913706513050903,0.4371180582266739,0.46375385152560844,0.2505554415278989,0.026813825663487126,-0.053740298489808686,0.025144424077224208,0.11600132168125368,28.987751583237813,0.18374502856890393,0.39852032533997556,0.4930040714498166,0.4483378852931812,0.04048937209679884,0.10451031648615591,0.44925715362469887,0.2712813179852047,0.04651271329854472,-0.016242866297082797,11.865371346565638
635,1.9155500188750758,0.11773739236902511,0.303558475721925,0.4518819660643323,0.37931682844383907,0.23638600289869457,0.0223651253348161,-0.0365324695215851,0.022450561812528656,0.0939864723128738,23.91898985294138,0.13264573023753493,0.4333144225598699,0.4537511964093065,0.3592317100101462,0.10781276592447715,0.07250831617459297,0.4792128685113819,0.23561197768823164,0.04118020908974209,-0.02384370394297409,13.62679228703785
636,3.8861671948432948,0.14677413957520954,0.22713394968499254,0.3959219260122069,0.2164518232172797,0.21813501493447163,0.020849081708407942,-0.03834827536210378,0.021626343977222386,0.07367594203666356,29.806299771000468,0.1493315224679739,0.35483717988851865,0.49679384718514874,0.43367513830264015,0.02505271888949921,0.12055393933218511,0.4911946373476579,0.24928659467129854,0.04413046257927752,-0.01063511590616458,11.214966847097921
637,1.0049632503654178,0.058365786393707625,0.2006240781676528,0.46331821637227,0.45536491176444605,0.283050297495735,0.022960524049189475,-0.05108063708868339,0.015723068427773972,0.1388026900895011,27.006697256949522,0.22054355718366087,0.31040102481349235,0.4549854968251278,0.4234353379424719,0.010421918780898029,0.08211477245499607,0.350026269065986,0.2918063831379728,0.04303650838259512,-0.018366907104791354,8.508453952253877
638,0.8776088706637322,0.1040483133234131,0.24948331236758248,0.4295351293196443,0.4766258092771819,0.27053959067943073,0.027963519779754545,-0.04813535988282335,0.026951561014021103,0.12620342421523076,22.34392721582484,0.057804928601554756,0.3811872654940547,0.49935736078266335,0.45903403780002355,0.07646915120571852,0.06688676467911094,0.4440631855218935,0.30800714191466017,0.038869508569063016,-0.029266328194752656,16.11167203312666
639,1.0708147882495243,0.1509394122371387,0.2113757204137321,0.4138458999694055,0.2509516032874674,0.25272994557863376,0.024928399635676186,-0.05528863909189095,0.021593825151485616,0.10290328312792794,25.765708912425445,0.09039030660711925,0.40777638827373,0.48310856424943305,0.3663321501075724,0.11746381016586807,0.1648413502529714,0.4676573289239091,0.23262663309111528,0.045712919460563085,-0.01521799975449514,15.397276750479923
640,0.9129048514795837,0.16904009387532765,0.27453802739741534,0.2968291653865001,0.35749290573344933,0.20644199300782776,0.028707926789348005,-0.04476922972606903,0.02429895912126406,0.1398318629537796,27.714897491962212,0.17406897966130475,0.3339435821739536,0.05071534889572091,0.4094929898224283,0.3754481710114168,0.13328889496320678,0.471567750222081,0.2611932341080324,0.04009338767060276,-0.025938856558198005,9.921470323314615
641,1.1811511759813977,0.18201594459172263,0.3134225796609454,0.3864445525421406,0.26747977879082024,0.22321206139202185,0.02124181677764001,-0.04144108472161667,0.028458182190147317,0.012898533135577261,22.370191772373467,0.20446627013661806,0.3676952153139578,0.4657577643358465,0.1065503423633001,0.09445712120041312,0.03863538897733829,0.3207665520566747,0.27511815659058253,0.04459987708349929,-0.021381851802607682,12.70517933648744
642,0.8664747551629078,0.11941924744147175,0.2615640193798625,0.34057615609803643,0.2798637556317437,0.24172620579001605,0.02395870193388158,-0.04912617544597082,0.008835032163632569,0.10260405618450681,31.276654547128746,0.1589386642795773,0.4234703554790427,0.49884420451141387,0.4450679915914702,0.05881234773512547,0.06050044334902903,0.34160066414658263,0.30098997720358933,0.0420750288481591,-0.01788223926616955,14.705918960220231
643,2.10037959003236,0.14255895042208405,0.29531662178832646,0.44106563469307836,0.23029688126684672,0.26160801375103604,0.026209495943597057,-0.057556238542956675,0.017178635157068245,0.06312899806784555,23.844837543635528,0.22479920274126922,0.3477654871231357,0.4470032022360589,0.392481838802872,0.08075001381008626,0.09097576217579134,0.4581762411865275,0.24946761543134452,0.047569937143849814,-0.026711269220997064,14.196353476294282
644,1.6210957171286524,0.16169029349425718,0.220337801491662,0.46984034614063497,0.4021184231129392,0.28075704258366757,0.02019752712398016,-0.039369369624989686,0.01343345171507859,0.05081093352294733,22.3130520130393,0.24212302469338728,0.4370618123916609,0.49987369862049297,0.4549986087197181,0.11733696492391857,0.1130042562863793,0.4995679794458946,0.2897840528557774,0.04996727069056618,-0.03028369232379649,13.26521211578939
645,3.6057529638659274,0.09392493684159017,0.19211623438478967,0.36017252519721005,0.24426268190542452,0.21328684475760412,0.02191157164736359,-0.03048085852730546,0.01977178262861451,0.16580192370472374,25.407946940964784,0.18779909711115256,0.3940206372612654,0.4334774380288168,0.22377886827412444,0.10671827555631389,0.010273339599070369,0.3086246274935344,0.23998256485824876,0.03717703559277408,-0.019829749800146564,17.652565840149318
646,0.7210603294109716,0.19654625056727193,0.3443094589484878,0.45434194099167574,0.21698613173839165,0.2299099246967777,0.02291446408488953,-0.052558580566361576,0.029705759286218228,0.2226818065671242,29.122316289863463,0.1979544280815261,0.4129399715882382,0.46969961482590145,0.4166798353955173,0.03724004433795283,0.07298158545449979,0.42891537147345865,0.2664924067277542,0.04080839857477151,-0.00830203953524736,15.80278392556741
647,6.208214920208967,0.23639080785267294,0.2445350040914545,0.4001816128569448,0.3025564584393214,0.2033413344312761,0.018146787126769894,-0.03423022961782436,0.02572856743347702,0.12337222858494262,26.738776128901286,0.2350244823229215,0.38619736741526905,0.44337524824365665,0.43606793122978493,0.05187271089495392,0.17839464887627063,0.3787694624337214,0.2757970727145061,0.03863424351737437,-0.024887346223022973,15.242298305763793
648,0.8212308397813997,0.1769047637102658,0.2864002101447506,0.3770957201232282,0.2349724478190787,0.2916050178025786,0.02080217414753888,-0.04370773787171941,0.01878903810556723,0.08576241170769681,22.317235372014746,0.214727519582674,0.35861268882730807,0.4597942949155997,0.40093529256233496,0.06679193988342645,0.09811518749920604,0.3639573054657183,0.2274493239390028,0.04625313805934772,-0.05249926719508725,16.459394382874006
649,0.7136435867669995,0.13024606998895438,0.23558998321286032,0.4240218780425675,0.25323380423282593,0.2693642985366806,0.02716860896102467,-0.04667569434900915,0.02725845139906636,0.1135421474261904,24.350528432153386,0.1320419889804677,0.3711864522714299,0.4822356937242747,0.4891202229614941,0.01830722804476398,0.026085127367090108,0.4860953064749455,0.3177462669703894,0.04331044130571927,-0.022359746987474408,13.825202182694857
650,0.9452187683196727,0.21732129498576364,0.32382781405032274,0.32319160500136074,0.3317550021736371,0.19326076787851304,0.024983932579691646,-0.0551652563033163,0.023632969435210472,0.23137796916367553,30.527265052586216,0.16927659320518704,0.403719785804884,0.4249320779475164,0.4688767085805653,0.011449330824245233,0.0612529576370346,0.3913800781883201,0.2864806680439517,0.03939770502716233,-0.027515916057851867,12.256906189566521
651,0.9675966525677988,0.1884063251582923,0.2060198618747982,0.4072700557238167,0.37498563190746215,0.252162727455287,0.032504784653071855,-0.05208161388250639,0.013983771402253892,0.1498640441338631,27.98855323334529,0.22810964905167866,0.3774407071890157,0.45178947397701297,0.34704902236536794,0.10209413119880661,0.03735553848984362,0.4230628581220946,0.2535875896876676,0.0421073555340521,-0.014133153552843367,11.661397076650733
652,2.22227518806632,0.19854773922543265,0.2623377779007271,0.2697247752732317,0.487866470337068,0.23914592980572993,0.024178333008677808,-0.05857468211914438,0.010800519319553024,0.08158800325041068,32.22817982651526,0.2526539824360731,0.4418887721913643,0.4896401342880174,0.4994668074294508,0.1267210433182144,0.046192435632707904,0.4408697226999765,0.3002626451550941,0.04486502531187456,-0.030736261683834067,17.12616438891624
