k_cat,k_off,k_on,threshold,width
13.294322575846902,0.11697755387527531,0.009320005152629074,0.7197794708568314,0.4697879841104625
16.20285647188827,0.7257739537527537,0.03635403167881648,0.13782892313538858,0.4128064640304142
6.810649487619113,0.5351205192659364,0.02237098576089685,0.787723632342729,0.3101439471886539
17.847964359200894,0.4784998997128421,0.040298340579397136,0.6771544453912663,0.4976630405593114
18.81986521361695,0.27719561540208265,0.024756817048467297,0.5583468120952706,0.3436286907332854
15.208735427480434,0.3540683542719808,0.014563850308857,0.24705244863477416,0.16778256591659058
11.040427406840136,0.25194101391655643,0.01992338184513067,0.7503086538069561,0.45406211800079144
5.8610901968865425,0.15678855764796829,0.01835679399055373,0.8206100925150686,0.24303775505554642
13.870098636967674,0.21232268335180537,0.013416097866169274,0.014005484868455875,0.9236622944081306
2.8940420561382685,0.08850267352831459,0.02912610290491697,0.9471003511776398,0.5496257806035162
9.892116311035593,0.5730873424939713,0.007780692081558662,0.4065301004760697,0.040341772330675096
4.366273733624746,0.510825503190473,0.011655182467874935,0.06947233276468834,0.08153582543202706
1.5023909860026823,0.45990312738433287,0.031194608149072493,0.2798734953005976,0.11672459136425424
-9.411524002963693,0.4126328525694063,0.038377592737860976,0.6007217499869255,0.2692421648449662
12.793819143441032,0.3873989999475783,0.033952165132265566,0.039354143921108475,0.21755028048467667
14.764616227034605,0.6379166954384872,0.03271334407455641,0.8665610952047977,0.1766243779910671
8.544793645702304,0.297718540697284,0.0031750937509584295,0.8957696267545553,0.15370795870831594
19.752177934432723,0.4387016118103304,0.010464344615228226,0.699363054223128,0.19994977673750552
11.750427174452527,0.6800829211986024,0.02761352542747022,0.2092696185542998,0.3634448524107242
16.91032913290333,0.3258604868599261,0.030475003995281653,0.48632061274731725,0.06343520713443956
15.57676259280547,0.04436441516413553,0.036675992378054065,0.9977842611900275,0.002257085640824774
-5.597447531969085,0.8079709740544827,0.04236551321835415,0.33400576164256357,0.3023575920617447
17.860582755873054,0.47885498622554035,0.025503967341820095,0.8080110305070498,0.4006460269080536
9.434811694754636,0.8945922022357993,0.005421272243792217,0.8597210544917326,0.12920847696144386
-7.583267654096918,0.7325297633515667,0.018996527332439644,0.568217845644207,0.5011402665724927
-19.598446367373136,0.22882178709156323,0.02455845369192123,0.3655224122616849,0.24670903650016932
-4.5326607824602405,0.13077302500894453,0.020647721137713227,0.12140558118808675,0.10330508091423868
-1.640452022668394,0.1892365850369875,0.01631936342900794,0.17921289090507936,0.3248980912998293
-13.133758801730714,0.2761316986794299,0.009298429752794116,0.6419600906127111,0.6104564367633312
7.860445246818007,0.6084210189677592,0.04736304789666144,0.42428044498003287,0.22845336630299204
7.010858193983769,0.42089752570157024,0.012502274062617273,0.5334795131438306,0.01995490501087957
10.674867846535776,0.39651306882757914,0.0220468872243149,0.754298763892596,0.1374985655737579
16.340334614511974,0.37125486012566633,0.014863822464474562,0.9378390313950141,0.2655863991510727
-17.323921880675655,0.9756010140291039,0.0323509097954429,0.9332974295491501,0.2773127177608018
16.163120595211307,0.5331439513510173,0.017298428094175932,0.784123526362603,0.4213219258552141
19.226057063017855,0.37199981052459674,0.014883169584594099,0.9782706703514427,0.655856518900265
13.999701751027022,0.5678276697339861,0.0010958481603255237,0.842640030107382,0.3760691761524965
18.26185695287389,0.31591178870715275,0.03546926176460552,0.7252435788296342,0.34321295329466284
16.647292460465067,0.1689515193578354,0.02631646555099061,0.9192517032157466,0.7446150817669415
5.776964198673815,0.44988426263401227,0.006528283334499275,0.8890662656966631,0.45136906500864854
12.225158777669915,0.24406803821991935,0.04061280612155725,0.9488496941823635,0.5409676801125298
0.9870745542269344,0.6603044126730867,0.022979180445797026,0.9842850157388985,0.5895183528762267
19.84685205848507,0.49681952400099627,0.007824193272542121,0.8321693193603638,0.47803661030904643
13.451552521063606,0.34980614025045786,0.013416757476683987,0.7996163411246887,0.1810241986364095
10.068312674968741,0.3763572251121218,0.014102932303147287,0.9100067881093653,0.2563248630667637
15.046972443982934,0.288563715774902,0.010927418441033596,0.9665523085258001,0.07957795988411412
11.269004234570039,0.33377231334986446,0.019367454653583624,0.7636475446822257,0.29451654686511264
17.469121368674728,0.2685683962202663,0.015676133432818234,0.7115955999319206,0.04377635073180298
