k_cat,k_off,k_on,threshold,width
-19.795501389588438,0.23941886671422064,0.03799791334461492,0.035386129936219146,0.07535649981623893
13.287206239414033,0.1554814332444614,0.029744249164884662,0.5838342480070007,0.9597726430727644
8.220504589965255,0.08485544121593008,0.047652081712480775,0.6293863015053244,0.8317196844866616
-12.97156535310609,0.15397263265627908,0.022727556777841707,0.36768834050782995,0.921620975293615
19.41996603372131,0.2032109214083733,0.005665288402312137,0.84776843272638,0.2666207683668692
-4.47551264837756,0.9617780082522336,0.005962923638808779,0.00361025352965072,0.0701235015256313
-10.002227735254742,0.49292093775852086,0.01522634038837608,0.4089681332335199,0.6776257432757373
9.497431843315436,0.8758651814157641,0.02627193252485846,0.4599996420618656,0.9220213562562721
-18.367288526391814,0.9607443182253131,0.04555738156331087,0.09585834546169247,0.16539429340472755
1.4369299509722957,0.7308811751278311,0.0016711902807692905,0.6500480137801659,0.25988683571686144
-12.224065124350307,0.18383970407648773,0.04432374622190108,0.6327044324224486,0.4282864288830779
5.600305358192035,0.876807934871771,0.04989163761515645,0.7246005166921565,0.9593014410010635
8.264655064844604,0.10797646938041491,0.006714640773847451,0.58897648960369,0.9903426804612463
3.3812454793914135,0.1061002253053506,0.04812983775501179,0.44736779518554404,0.35258701591920116
1.9157916244342417,0.3996339861614938,0.024823539994560582,0.1649654436233895,0.44263051252599284
-5.815121646848924,0.31711669399645837,0.041716796694038875,0.73536714371467,0.635178694322317
7.007836783700352,0.7564121090123234,0.02768596435116532,0.6335780171652075,0.5340545769034798
17.01813959144743,0.5648197009185529,0.03904389709824038,0.3521184896688725,0.01111145059431573
6.5789625411217365,0.2369543116220961,0.03726341984399411,0.27947636500826667,0.14319930281599091
-16.391398666915897,0.8315105711351317,0.002621682906044876,0.43303839523836474,0.0055061699783532925
19.49351858440741,0.3879441747460611,0.01640559700452628,0.9053869908284912,0.330687216261574
16.203232000332598,0.5725930545724798,0.013913585194793111,0.9976775872449517,0.25691267662522055
12.750650771637154,0.3882839738252169,0.014494987672635953,0.9563924532164462,0.31967270033645695
13.28603422416217,0.3449490609368399,0.008251359903204091,0.8744136922918784,0.5348742335835992
19.61265580749327,0.024782679757504422,0.019457080247942373,0.9748734437985411,0.22521612210015668
11.680311223571433,0.0038383482012447345,0.010797285784321514,0.8489310474653684,0.3260259934602732
-2.4784510170542937,0.5061340966292796,0.011989211504740676,0.7638543026965204,0.6345588053938471
16.00597566195114,0.2791777056782303,0.03184722758192157,0.9448262766247792,0.46286719875197424
19.278801115658528,0.44400399933629453,0.020007380203665395,0.8103875492705254,0.12176272847930736
11.404713101816997,0.6750310801371291,0.004723684861482912,0.9282638366050705,0.1987234371270392
15.198544216549099,0.22728746719765774,0.010065922375887628,0.5387987120643418,0.3809563516925095
18.129525121847692,0.5975945513717413,0.018300133391138743,0.8069779923334574,0.05738233870995835
13.66512226587448,0.058957794075178205,0.033238266925953226,0.9944001296009504,0.7161059474067175
-1.9844669159543626,0.3047740429020682,0.0013187694224212993,0.6869952537898815,0.30180896101421595
10.15559673092523,0.18591119119126345,0.022864756766302313,0.8138911743547732,0.5693115246025628
5.213701903883027,0.4535296093619724,0.004061427854749589,0.5142934690365368,0.8222786242256453
-7.390090861124321,0.6346574052592521,0.008259854590792638,0.8871550830534998,0.3945665970631981
13.067830318419432,0.3617261479737283,0.013458337318541003,0.24224687927739275,0.07366405240077165
13.61213606608984,0.3678089556364297,0.022118841559660957,0.23381839026807721,0.09334968554582387
3.656459723379415,0.48016264405481657,0.01652970047179935,0.04897719107769197,0.1870421233266238
9.47932572727684,0.5279770843716871,0.01413943796570858,0.31464862494976037,0.025216433678958206
-0.33797257760120303,0.2671577966561589,0.029590501006309902,0.17440804253395326,0.10693321906281955
11.706371827087345,0.698616941320972,0.012562178881552142,0.1034680919239565,0.2872117896705987
8.689432099052569,0.1436782294357341,0.021678340848710932,0.22681073388914808,0.05544177381976151
-9.267852139626921,0.4368718064086181,0.026326262312740607,0.3910286218061384,0.22866888972484734
0.38143611284830214,0.4094337271172257,0.017057265936502794,0.574728243288314,0.1518818618855818
3.7550587231769956,0.7734420284898178,0.00827700018616101,0.4723472490466355,0.480200283065768
17.51478507940738,0.9980242212108552,0.02496595139091972,0.018270866156097687,0.7583799069987037
14.18688876407719,0.6416404947237213,0.014584889878765632,0.3479050824854346,0.4005114243124802
7.036376044507674,0.14446842422566017,0.03334314038392616,0.11714079007755243,0.5900599991048998
10.451120133303933,0.3457618566407742,0.02843201990668216,0.2549054948005635,0.42595916983492244
-14.51785734036548,0.5603579614997894,0.005983087880060297,0.059578244209280706,0.5138759826113516
-5.15540468881272,0.20945850849741549,0.00332852709421989,0.16458245263047966,0.22742186110890117
-19.44116866574344,0.31225917874058173,0.010064465343476289,0.3090067901517588,0.350963381412723
5.284178327173351,0.10557506384872417,0.03633438127222533,0.4171373532015262,0.1718603244748413
2.186432984117367,0.25914290573467785,0.019343877943674214,0.6966702376199684,0.005350886465665852
-1.1307700822985076,0.4116122233260013,0.023794132942828936,0.19211826892231665,0.873323002827219
15.191052791625664,0.05363333384854252,0.012518349255500837,0.5889194135026758,0.2637846315745707
12.439104376451724,0.47470628475993887,0.006984247857260323,0.4694970335367421,0.04338025938732228
-3.5771210047841366,0.8291515552829228,0.02099319036338424,0.38818576011416256,0.6493994608457039
18.43915965434927,0.5278070421252854,0.017747238404854374,0.14002066307584904,0.08739554393048321
7.60634357653157,0.6112248850838181,0.015572962766904124,0.0008728672940900573,0.2960050675398613
16.866381021916876,0.3773565701294538,0.02674742993856244,0.5428642627374329,0.12691005319860538
5.945895797611601,0.17533926803452388,0.011036933493548232,0.08237339695336485,0.5774711460690809
1.1672146974434874,0.293512157015143,0.0012977042360535415,0.29692541082950386,0.35232047686038337
16.140497035088902,0.34590259211327695,0.03072972328659182,0.6653877218973473,0.14146792952108844
14.563220183139377,0.37663213189198824,0.035330584490404174,0.7481069392250601,0.2050988896961229
8.865855280497085,0.5171860759604886,0.0440761276304774,0.7667249731247021,0.2094415744056102
10.60380343445502,0.243078429389328,0.041109610233073766,0.9395401905758146,0.4486332115885736
14.903287136768217,0.4292386144114212,0.03531977135191989,0.7412447140027965,0.3091012852681805
12.639670774938605,0.3312777502610823,0.04978207218949879,0.8507088648605619,0.25985422102193767
19.83289665915112,0.5506720780509079,0.039634107581192,0.621762970683858,0.07241779390233224
4.050385864417212,0.46443285378597393,0.04560567801195611,0.9702685383982413,0.3754371617991895
19.033566285897045,0.49389016418723064,0.0329244551429524,0.898801961390941,0.16979809414697833
14.385050854485549,0.21363956675565907,0.04351767209380542,0.7756402297320477,0.02970643873942974
12.511477423871366,0.38212052563899274,0.023668552384843368,0.8297776893425594,0.4127374625912481
17.386244796091994,0.6982980315082725,0.029493338921369065,0.7092326244383036,0.24165304863775236
9.207151761432462,0.28529082275929585,0.03507627909972213,0.8672343317215129,0.1972920412553451
2.363129699853257,0.3654524846773422,0.03781305661039045,0.5083005602060167,0.10987146603460657
11.380589865300617,0.5892313704075904,0.02038851009230852,0.7923711360738624,0.3247219066713545
7.56283097646319,0.16885014934114786,0.028272148212998994,0.3501877831040052,0.483446677664716
4.900047215019118,0.4136431144768023,0.013292945083700151,0.6213130315556391,0.2824548911021037
15.818395545966839,0.12852368793910698,0.01855911627564037,0.9722045129281225,0.5239055436313993
18.489266301230025,0.3216676380713681,0.015498558682498316,0.7404230505655944,0.36263492276495
6.344472181012519,0.2573255957574332,0.009407856542271161,0.6659618596084956,0.3279036958769923
13.284552308321981,0.07674458838822379,0.0025179527429434728,0.913627024523454,0.5569097027478251
-11.31975848107743,0.6587991049152189,0.04637352141511948,0.5533608705106843,0.1527877496668387
10.854932768939706,0.021655848184327864,0.031195346855339763,0.4539862492430591,0.24223558408312662
-7.000401635026242,0.5512800240782445,0.042445055053118935,0.4857082991949527,0.6120092417100353
7.736728976725938,0.7787417202674614,0.03923551692410779,0.20378670028383075,0.18524734928893405
19.986692461699207,0.6172589075799637,0.006912454448641938,0.9593524934068841,0.21267305290635147
9.86887199893443,0.19467271740390688,0.025609204691671866,0.2790288495764397,0.6868256984600722
-3.2665410183448813,0.4494185402043213,0.04837020911726033,0.9964361793729931,0.09396088483647792
16.960586418969786,0.23089808543578633,0.004543014218669265,0.4352939234253049,0.27987193920653497
-15.74205390982083,0.8957224227605536,0.011775865369698695,0.9214440907476277,0.9904065441655825
3.1543317671381352,0.39628699988579147,0.02714479589096275,0.6059012538765777,0.024100998728404627
8.313447303689737,0.428733087836266,0.023367279118387298,0.8398674220901632,0.00011442968697915334
4.683789885643382,0.4998387402445248,0.021299536226833338,0.6455577722381384,0.4339832292234073
0.4722179082238007,0.30665018133705124,0.017374910473462072,0.8795435626176281,0.05843205845258481
11.977976249314002,0.3609426654174979,0.005596481737684431,0.3829051709698271,0.38507993667918594
14.334024632554996,0.5883580640977825,0.03452753749075711,0.3278415340337809,0.12810251473511744
-1.0336110967906436,0.33829802051742447,0.01623004154098772,0.526972802524163,0.7733299748108002
