k_closed,k_ini,k_off,k_open,spread,superhelical_op,width,threshold,k_on
0.026447116522062615,0.2513192697505224,0.16246846728122613,0.393774244120362,0.011709202688709893,-0.07090920134436636,0.008919114726247282,-0.07534726136520323,0.1699724257298302
