k_closed,k_ini,k_off,k_open,spread,superhelical_op,width,threshold,k_on
0.30807257520220954,0.34295163393882244,0.2924672992063373,0.3358460493952565,0.013721649120371111,-0.056341178205058295,0.008982728896412821,-0.07376554902612806,0.34258738195181093
