k_closed,k_ini,k_off,k_open,spread,superhelical_op,width,threshold,k_on
0.13916713432605984,0.3213778136529619,0.28501392048278124,0.49078738567408775,0.006569457365644091,-0.048614182211553884,0.009324615345329726,-0.06702464541055266,0.41782803924351547
