frame,time,type,name,concentration
178,89.0,topo,gyrase,0.0
178,89.0,RNAP,RNAP,1.0
179,89.5,topo,topoI,0.25
179,89.5,topo,gyrase,0.0
179,89.5,RNAP,RNAP,1.0
180,90.0,topo,topoI,0.25
180,90.0,topo,gyrase,0.0
180,90.0,RNAP,RNAP,1.0
181,90.5,topo,topoI,0.25
181,90.5,topo,gyrase,0.0
181,90.5,RNAP,RNAP,1.0
182,91.0,topo,topoI,0.25
182,91.0,topo,gyrase,0.0
182,91.0,RNAP,RNAP,1.0
183,91.5,topo,topoI,0.25
183,91.5,topo,gyrase,0.0
183,91.5,RNAP,RNAP,1.0
184,92.0,topo,topoI,0.25
184,92.0,topo,gyrase,0.0
184,92.0,RNAP,RNAP,1.0
185,92.5,topo,topoI,0.25
185,92.5,topo,gyrase,0.0
185,92.5,RNAP,RNAP,1.0
186,93.0,topo,topoI,0.25
186,93.0,topo,gyrase,0.0
186,93.0,RNAP,RNAP,1.0
187,93.5,topo,topoI,0.25
187,93.5,topo,gyrase,0.0
187,93.5,RNAP,RNAP,1.0
188,94.0,topo,topoI,0.25
188,94.0,topo,gyrase,0.0
188,94.0,RNAP,RNAP,1.0
189,94.5,topo,topoI,0.25
189,94.5,topo,gyrase,0.0
189,94.5,RNAP,RNAP,1.0
190,95.0,topo,topoI,0.25
190,95.0,topo,gyrase,0.0
190,95.0,RNAP,RNAP,1.0
191,95.5,topo,topoI,0.25
191,95.5,topo,gyrase,0.0
191,95.5,RNAP,RNAP,1.0
192,96.0,topo,topoI,0.25
192,96.0,topo,gyrase,0.0
192,96.0,RNAP,RNAP,1.0
193,96.5,topo,topoI,0.25
193,96.5,topo,gyrase,0.0
193,96.5,RNAP,RNAP,1.0
194,97.0,topo,topoI,0.25
194,97.0,topo,gyrase,0.0
194,97.0,RNAP,RNAP,1.0
195,97.5,topo,topoI,0.25
195,97.5,topo,gyrase,0.0
195,97.5,RNAP,RNAP,1.0
196,98.0,topo,topoI,0.25
196,98.0,topo,gyrase,0.0
196,98.0,RNAP,RNAP,1.0
197,98.5,topo,topoI,0.25
197,98.5,topo,gyrase,0.0
197,98.5,RNAP,RNAP,1.0
198,99.0,topo,topoI,0.25
198,99.0,topo,gyrase,0.0
198,99.0,RNAP,RNAP,1.0
199,99.5,topo,topoI,0.25
199,99.5,topo,gyrase,0.0
199,99.5,RNAP,RNAP,1.0
200,100.0,topo,topoI,0.25
200,100.0,topo,gyrase,0.0
200,100.0,RNAP,RNAP,1.0
